HGNC ID	Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HGNC:3111	DYX4			26300
HGNC:18343	DYX5			171089
HGNC:19352	DYX6			266691
HGNC:19324	DYX7			266726
HGNC:19951	DYX8			406874
HGNC:16755	DYX9		DXY9	474159
HGNC:3112	E11S			1878
HGNC:3130	EBM			1881
HGNC:3136	EBR3	ULG4		1884
HGNC:3137	EBR4			1885
HGNC:3144	ECA1			50966
HGNC:3186	EEC1		EEC	1913
HGNC:3187	EEC2			1914
HGNC:3215	EEGV1			1940
HGNC:3237	EGI			1957
HGNC:3306	EJM2	EIG7		50715
HGNC:3339	EMWX			10118
HGNC:3369	ENUR1			2031
HGNC:3370	ENUR2			2032
HGNC:3440	ERCM1			2076
HGNC:3486	ETM1	FET1		
HGNC:3487	ETM2	ETM		2112
HGNC:32785	EVR3			81864
HGNC:3514	EXT3	EXT2		2133
HGNC:3523	EYCL1		GEY	2141
HGNC:37158	FCMTE1	BAFME1		50968
HGNC:37158	FCMTE1	FAME1		50968
HGNC:37159	FCMTE2	BAFME2		554188
HGNC:37159	FCMTE2	FAME2		554188
HGNC:37159	FCMTE2	ADCME		554188
HGNC:37160	FCMTE3	BAFME		109729092
HGNC:37160	FCMTE3	FAME		109729092
HGNC:3627	FCP1	FCPX		2221
HGNC:3627	FCP1	HBFQTL3		2221
HGNC:3643	FEB1			2233
HGNC:3644	FEB2			2234
HGNC:3646	FEB4			
HGNC:33477	FEB5			619398
HGNC:33478	FEB6			619397
HGNC:33479	FEB7			100049160
HGNC:3699	FGS2			2270
HGNC:15596	FGS3			93985
HGNC:37735	FGS5			780900
HGNC:3777	FMR3			56247
HGNC:3952	FRDA2			2420
HGNC:3966	FSHMD1A		FMD	2489
HGNC:3966	FSHMD1A		FSHD	2489
HGNC:3967	FSHMD1B			2490
HGNC:4011	FUSE			2522
HGNC:33452	GBD2			100048905
HGNC:33453	GBD3			100048906
HGNC:4211	GCY	STA		2656
HGNC:4211	GCY	TSY		2656
HGNC:14252	GINGF2	GGF2		64644
HGNC:14252	GINGF2	HGF2		64644
HGNC:16333	GINGF3			780916
HGNC:37734	GINGF4			100124414
HGNC:4302	GLC1B			2722
HGNC:4303	GLC1C			2723
HGNC:4304	GLC1D			2724
HGNC:23256	GLC1H			399564
HGNC:31912	GLC1I			497188
HGNC:26986	GLC1J	JOAG2		574078
HGNC:21341	GLC1K	JOAG3		574077
HGNC:33120	GLC1L			751781
HGNC:33162	GLC1M			777643
HGNC:33163	GLC1N			777645
HGNC:41965	GLC1P			101448070
HGNC:41966	GLC1Q			109729102
HGNC:4307	GLC2A			2727
HGNC:4309	GLC3B			2728
HGNC:30028	GLC3C			399565
HGNC:4363	GLYB			2757
HGNC:4365	GLYS1			2759
HGNC:4457	GPDS1			7986
HGNC:4619	GSM1			2933
HGNC:4671	GTS			2973
HGNC:18573	HCHOLA4			246132
HGNC:4841	HCL1	BRHC		3056
HGNC:4842	HCL2	RHC		3057
HGNC:4842	HCL2	RHA		3057
HGNC:4843	HCL3			
HGNC:4850	HCVS			3063
HGNC:30996	HDLCQ1			192144
HGNC:5020	HNB1			54111
HGNC:5049	HOAC	ULG4		3193
HGNC:5143	HPC1			
HGNC:5146	HPCX			9566
HGNC:5149	HPE1			3244
HGNC:5153	HPFH2			3247
HGNC:23824	HPLH1	FHL1		27259
HGNC:37055	HPP1		FPH1	780897
HGNC:5165	HPT	HYPX		3258
HGNC:5277	HTC1			3341
HGNC:5278	HTC2	CGH		3342
HGNC:5278	HTC2	HCG		3342
HGNC:5280	HTL	LEUT		3343
HGNC:13822	HYD2			8137
HGNC:5332	IBD2			3378
HGNC:13863	IBD3			30829
HGNC:5333	IBD4			50608
HGNC:5334	IBD5			50941
HGNC:5335	IBD6			50942
HGNC:14242	IBD7			57042
HGNC:20235	IBD8			170595
HGNC:20236	IBD9			317669
HGNC:5336	IBGC1			23706
HGNC:5352	ICR1			3388
HGNC:5354	ICR3			3390
HGNC:5355	ICR4			3391
HGNC:5356	ICR5			
HGNC:5357	ICS1			
HGNC:5374	IDDM3			3402
HGNC:5375	IDDM4			3403
HGNC:5377	IDDM6			3405
HGNC:5378	IDDM7			3406
HGNC:5379	IDDM8			3407
HGNC:5380	IDDM9			3408
HGNC:5365	IDDM11			3410
HGNC:5367	IDDM13			3412
HGNC:5368	IDDM14			3413
HGNC:5369	IDDM15			3414
HGNC:5370	IDDM16			3415
HGNC:5371	IDDM17			8691
HGNC:5372	IDDM18			57044
HGNC:5459	IGAD1			10986
HGNC:5463	IGES			3478
HGNC:5873	IGLP1			7925
HGNC:5874	IGLP2			7926
HGNC:5954	IHG1		IHG	3548
HGNC:6185	IV	SIV		8114
HGNC:6194	JBS			3719
HGNC:6198	JPD			
HGNC:6311	KFM		KFS	
HGNC:6382	KMS			
HGNC:6466	KSS			
HGNC:6468	KWE			3896
HGNC:6479	LAKLG		LAKL	3905
HGNC:15737	LCS1	CHSL		84565
HGNC:15737	LCS1	LCS		84565
HGNC:32230	LGMD1G			553991
HGNC:38505	LGMD1H			100529230
HGNC:6755	MAA			4080
HGNC:33244	MACOM			791229
HGNC:6777	MAFD1	BPAD		4095
HGNC:6778	MAFD2			4096
HGNC:6926	MBS1		MBS	4156
HGNC:6927	MBS2	HCFP1		7880
HGNC:6928	MBS3	HCFP2		22811
HGNC:6939	MCDR1			4167
HGNC:20206	MCDR3			317668
HGNC:32303	MCDR4			619370
HGNC:49649	MCDR5			106660618
HGNC:6942	MCKD2	ADMCKD2		
HGNC:6961	MCS		MRXS4	4183
HGNC:6978	MDRV			4195
HGNC:6999	MEHMO			8422
HGNC:7008	MELAS			
HGNC:7065	MHAC			53341
HGNC:7071	MHS2			4264
HGNC:7073	MHS4			4265
HGNC:7075	MHS6			4266
HGNC:19144	MMVP1			50951
HGNC:19145	MMVP2			352956
HGNC:7209	MPE			
HGNC:7210	MPFD	CFTD		
HGNC:7210	MPFD	CFTDM		
HGNC:14595	MROS	MRS		8011
HGNC:7236	MRSD			4364
HGNC:33243	MRT4			100009675
HGNC:39147	MRT8			100101423
HGNC:39148	MRT9			100101424
HGNC:39149	MRT10			100101425
HGNC:39150	MRT11			100101426
HGNC:39145	MRT17			100689013
HGNC:39152	MRT18			109729096
HGNC:39153	MRT19			100852395
HGNC:39154	MRT20			109729109
HGNC:39156	MRT22			109729110
HGNC:39157	MRT23			100852398
HGNC:39158	MRT24			100852402
HGNC:39159	MRT25			100852403
HGNC:39160	MRT26			109729097
HGNC:39161	MRT27			100852397
HGNC:39162	MRT28			100852396
HGNC:7271	MRX4			4366
HGNC:7282	MRX5			4369
HGNC:7293	MRX6			4370
HGNC:7304	MRX7			4371
HGNC:7311	MRX8			4372
HGNC:7240	MRX11			4375
HGNC:7243	MRX14			4378
HGNC:7244	MRX15			4379
HGNC:7246	MRX17			4381
HGNC:7250	MRX20			4384
HGNC:7253	MRX23			4387
HGNC:7254	MRX24			4388
HGNC:7255	MRX25			4389
HGNC:7256	MRX26			4390
HGNC:7257	MRX27			4391
HGNC:7258	MRX28			4392
HGNC:7262	MRX31			4395
HGNC:7268	MRX37			4402
HGNC:7270	MRX39			4404
HGNC:7272	MRX40			4405
HGNC:7274	MRX42			4406
HGNC:7281	MRX49			4412
HGNC:7283	MRX50			4413
HGNC:7284	MRX51			4414
HGNC:7286	MRX53			4416
HGNC:7289	MRX56			4419
HGNC:7290	MRX57			4420
HGNC:7295	MRX61			4424
HGNC:7298	MRX64			4427
HGNC:7299	MRX65			4428
HGNC:7300	MRX66			23700
HGNC:7301	MRX67			23699
HGNC:7303	MRX69			23697
HGNC:7305	MRX70			23696
HGNC:13367	MRX71			767575
HGNC:7307	MRX73			23694
HGNC:7309	MRX75			89760
HGNC:15824	MRX77			93991
HGNC:18872	MRX80			378483
HGNC:19301	MRX81			266678
HGNC:21626	MRX82			378484
HGNC:20228	MRX84			378882
HGNC:25212	MRX86			503496
HGNC:7313	MRXS7			4429
HGNC:13865	MRXS11	SMRXS		50644
HGNC:7314	MS	MS1		4397
HGNC:7322	MSD			4434
HGNC:16401	MYMY1		MYMY	50960
HGNC:20769	MYMY3			493818
HGNC:7615	MYP1			4657
HGNC:7616	MYP2			4658
HGNC:7617	MYP3			8782
HGNC:32549	MYP4			393093
HGNC:35433	MYP5			404682
HGNC:35435	MYP7			553190
HGNC:35436	MYP8			553192
HGNC:35437	MYP9			553194
HGNC:35438	MYP10			553195
HGNC:24906	MYP11			594832
HGNC:32551	MYP12			664780
HGNC:32582	MYP13			677764
HGNC:35439	MYP14			100359407
HGNC:35440	MYP15			100294716
HGNC:35441	MYP16			100270641
HGNC:37047	MYP17			100359401
HGNC:37048	MYP18			100359406
HGNC:7822	NIDDM1			4812
HGNC:7823	NIDDM2			4813
HGNC:7832	NKS1	EC-1		4819
HGNC:7841	NM			4827
HGNC:7862	NNO1			23691
HGNC:8080	NYS2	NYSA		4933
HGNC:8081	NYS3	CN		4934
HGNC:19188	NYS4			317685
HGNC:8084	OA3			4936
HGNC:8085	OAP			4937
HGNC:8089	OASD			4941
HGNC:44139	OCA5			101926885
HGNC:8118	OED			4961
HGNC:8120	OFC1		OFC	4963
HGNC:8121	OFC2			4964
HGNC:8122	OFC3			4965
HGNC:8141	OPA2			4977
HGNC:32786	OPA4			58156
HGNC:32787	OPA5			692222
HGNC:33170	OPA6	ROA1		777778
HGNC:39750	OPA8			106783499
HGNC:8146	OPEM			4981
HGNC:8519	OTSC1	OTS		5012
HGNC:8520	OTSC2			93999
HGNC:17831	OTSC3			170532
HGNC:19981	OTSC4			286751
HGNC:20238	OTSC5			317682
HGNC:20375	OTSC6			319090
HGNC:31084	OTSC7			399516
HGNC:32939	OTSC8			100151644
HGNC:35457	OTSC9			109729089
HGNC:38512	OTSC10			102723100
HGNC:8608	PARK3			5072
HGNC:17833	PARK10	AAOPD		170534
HGNC:17963	PARK11			352908
HGNC:34510	PARK12			677662
HGNC:37450	PARK16			100359403
HGNC:8625	PBCRA1	CRAPB		7948
HGNC:8625	PBCRA1	PBCRA		7948
HGNC:8645	PCAP	HPC2		7834
HGNC:8645	PCAP	HPC8		7834
HGNC:8741	PCOS1			5120
HGNC:8757	PDB1		PDB	5131
HGNC:16033	PDB4			94003
HGNC:17951	PDB5			140777
HGNC:17952	PDB6			140778
HGNC:8817	PDR			5171
HGNC:8825	PEE1		PIH	5177
HGNC:20094	PFM3			619475
HGNC:9013	PKD3			5312
HGNC:15733	PPH2			89873
HGNC:9345	PRD			5548
HGNC:9471	PRS		MRXS2	5640
HGNC:9575	PSORS3			7889
HGNC:17275	PSORS4			10547
HGNC:17953	PSORS5			63870
HGNC:33483	PSORS6			63869
HGNC:14207	PSORS7			65245
HGNC:17322	PSORS8			140454
HGNC:31013	PSORS9			359825
HGNC:31919	PSORS10			503613
HGNC:9622	PTLAH	FPAH		8830
HGNC:9631	PTOS1			5765
HGNC:9929	RCA1	HRCA1		
HGNC:9930	RCD1			5953
HGNC:9961	RENS2	MRXS9		5975
HGNC:10015	RIEG2	ARS		6012
HGNC:10030	RMD1			6022
HGNC:10286	RP6			6104
HGNC:10276	RP22			6114
HGNC:10278	RP24			6116
HGNC:10282	RP29			54110
HGNC:21902	RP32			641433
HGNC:33161	RP34			777642
HGNC:37092	RP35			109729091
HGNC:38112	RP52			109729108
HGNC:49652	RP63			100862681
HGNC:10462	RSS	SRS		140821
HGNC:10523	SAI1			6298
HGNC:16474	SAX1	SPAX1		114610
HGNC:13440	SCA9			140451
HGNC:15744	SCA18	SMNA		94008
HGNC:17204	SCA20			407973
HGNC:20684	SCA25			338435
HGNC:31097	SCA26			408221
HGNC:33445	SCA30			100359393
HGNC:43726	SCA37			103753527
HGNC:2002	SCAR2		CLA1	
HGNC:32976	SCAR3			85502
HGNC:19065	SCAR6	CLA4		109729103
HGNC:19065	SCAR6	CLA3		109729103
HGNC:19186	SCASI	SCAR4	SCA24	260415
HGNC:32973	SCAX2			727714
HGNC:32974	SCAX3			727715
HGNC:32975	SCAX4			727716
HGNC:20806	SCKL3			386616
HGNC:10649	SCZD1			6377
HGNC:10650	SCZD2			6378
HGNC:10651	SCZD3			6365
HGNC:10652	SCZD4			
HGNC:10653	SCZD5			
HGNC:10654	SCZD6			8400
HGNC:10655	SCZD7			8401
HGNC:10656	SCZD8			8806
HGNC:17339	SCZD10			63944
HGNC:10745	SEN2			6409
HGNC:10746	SEN3			6410
HGNC:10747	SEN6			6411
HGNC:10748	SEN6A			6412
HGNC:10749	SEN6B			6413
HGNC:10846	SHFM2	SHSF2	SHFD2	6463
HGNC:35421	SHFM5			171157
HGNC:14535	SLEB3			64695
HGNC:17420	SLEH1			170682
HGNC:18542	SLEN1			192677
HGNC:18543	SLEN2			192679
HGNC:18544	SLEN3			282849
HGNC:20975	SMAN1			574013
HGNC:11232	SPG3B			6682
HGNC:11235	SPG5B			6685
HGNC:13730	SPG14			57309
HGNC:14260	SPG16			57760
HGNC:16706	SPG19			140907
HGNC:21340	SPG23			353293
HGNC:22993	SPG24			338090
HGNC:25855	SPG25			387583
HGNC:26071	SPG27			414886
HGNC:30161	SPG29			619379
HGNC:32314	SPG32	SPG29		724107
HGNC:32944	SPG34			724110
HGNC:33240	SPG36			791228
HGNC:33472	SPG37			100049159
HGNC:33485	SPG38			100049707
HGNC:34382	SPG41			100359402
HGNC:35431	SPG45			100322879
HGNC:44625	SPG56			109729098
HGNC:11347	ST2			6761
HGNC:11348	ST3			6762
HGNC:11352	ST8	OVCS		6765
HGNC:11341	ST11	PETS1		8466
HGNC:11493	SYM2			6852
HGNC:11567	TAPVR1			6893
HGNC:20680	TELAB1			338411
HGNC:13466	TGCT1			50830
HGNC:11783	THAS			7055
HGNC:11792	THM			7063
HGNC:11833	TKCR		TKC	7085
HGNC:12302	TRICY1			94014
HGNC:12452	TYS			7303
HGNC:12599	USH1E			7396
HGNC:22433	USH1H			100271837
HGNC:43724	USH1K			101180907
HGNC:12678	VDI			7420
HGNC:12702	VMD1			7438
HGNC:12740	WBS2	WS	WBS	7457
HGNC:12794	WS2B			7488
HGNC:12797	WT2		MTACR1	7491
HGNC:12797	WT2		ADCR	7491
HGNC:12808	XGR		YG	7501
HGNC:12813	XM			7506
HGNC:12834	XRCC8			7521
HGNC:12837	XS			7523
