GENE	p_value	fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	vs_rest_exp_diff
CPEB1	5.29845197369032e-09	9.6378841401427e-06	0.218390804597701	0.71264367816092	0.0689655172413793	7.87643684210526	5.39077096774194	4.12398333333333	2.59744125386997
TOM1L1	1.42065074001926e-08	1.29208184804752e-05	0.28735632183908	0.666666666666667	0.0459770114942529	9.9598	8.97399482758621	6.78505	1.12702741935484
MSI2	9.74162933640548e-07	0.000590667458764052	0.298850574712644	0.666666666666667	0.0344827586206897	9.13975384615385	8.12273965517241	6.1535	1.11386204287516
DYX1C1	2.2181300061869e-06	0.000843056275881193	0.206896551724138	0.689655172413793	0.103448275862069	6.83841111111111	6.10550333333333	5.0724	0.86766038647343
SRD5A1	2.31736194579767e-06	0.000843056275881193	0.32183908045977	0.620689655172414	0.0574712643678161	8.59462142857143	7.82867592592593	7.57468	0.787470581113802
AGFG2	3.18503516118027e-06	0.000965596493031152	0.264367816091954	0.71264367816092	0.0229885057471264	11.0638086956522	9.81708709677419	8.41445	1.29055400815217
COBL	6.37964724858375e-06	0.00145057229314673	0.275862068965517	0.71264367816092	0.0114942528735632	10.7298166666667	9.22687903225806	6.0536	1.55330714285714
F11R	5.94569706254103e-06	0.00145057229314673	0.275862068965517	0.701149425287356	0.0229885057471264	12.1605041666667	11.4129868852459	10.31555	0.782356547619049
CEP72	8.87738226941839e-06	0.00179421759423023	0.32183908045977	0.632183908045977	0.0459770114942529	6.829175	6.15214	6.646825	0.643497033898305
GAS5	1.63322340027495e-05	0.00297083336510013	0.252873563218391	0.701149425287356	0.0459770114942529	11.7351181818182	10.8397032786885	9.8369	0.957125874125873
FN3K	1.79712262813069e-05	0.00297178732779067	0.264367816091954	0.666666666666667	0.0689655172413793	9.30515217391304	8.63319310344828	7.11065	0.814697486413044
STAG3L1	2.01856444117634e-05	0.00305980726541647	0.241379310344828	0.724137931034483	0.0344827586206897	6.53249047619048	5.5398380952381	4.57376666666667	1.03656471861472
ARHGEF5	2.54847033032886e-05	0.00356589810066784	0.229885057471264	0.71264367816092	0.0574712643678161	9.32443	8.42765806451613	8.04382	0.925416567164179
PNPO	2.86915089727998e-05	0.00372784677296592	0.252873563218391	0.689655172413793	0.0574712643678161	10.5611863636364	9.90539333333333	9.51736	0.685641748251747
ANKRD45	4.33326375521584e-05	0.00399661806923507	0.252873563218391	0.701149425287356	0.0459770114942529	5.6443	3.66633442622951	3.2027	2.00649692307692
MPP6	4.539158357717e-05	0.00399661806923507	0.28735632183908	0.71264367816092	0	7.569428	6.91706612903226	NA	0.652361870967742
PLBD1	3.86059865461318e-05	0.00399661806923507	0.206896551724138	0.701149425287356	0.0919540229885057	9.76200555555556	9.1033868852459	8.370425	0.743599758454106
PRIM1	4.13938476287791e-05	0.00399661806923507	0.229885057471264	0.735632183908046	0.0344827586206897	7.480145	6.7048640625	7.2858	0.749268880597016
SPATA17	4.61401756206357e-05	0.00399661806923507	0.28735632183908	0.689655172413793	0.0229885057471264	5.006572	3.827895	2.50465	1.22136232258065
TOB1	3.88989884021058e-05	0.00399661806923507	0.28735632183908	0.666666666666667	0.0459770114942529	11.440948	10.4667982758621	9.11025	1.06166896774194
WBSCR17	3.64306690259289e-05	0.00399661806923507	0.264367816091954	0.701149425287356	0.0344827586206897	4.21231304347826	6.42245737704918	5.7181	-2.17712758152174
FBXL18	4.99078370016322e-05	0.00412647070481677	0.28735632183908	0.71264367816092	0	9.296392	8.51179032258064	NA	0.784601677419355
ALDH1A2	7.0310057095121e-05	0.005115759754241	0.218390804597701	0.689655172413793	0.0919540229885057	13.4642736842105	12.2327333333333	9.9862375	1.49583397832817
AP3B2	6.90359418379256e-05	0.005115759754241	0.218390804597701	0.71264367816092	0.0689655172413793	7.53055789473684	5.45168225806452	3.88673333333333	2.21695936532508
DAGLA	6.90952468648485e-05	0.005115759754241	0.218390804597701	0.770114942528736	0.0114942528735632	8.7698947368421	7.89258656716418	7.2612	0.886593266253869
TTC26	7.61621116821608e-05	0.00532841850576348	0.229885057471264	0.689655172413793	0.0804597701149425	6.97017	6.28630833333333	5.76141428571429	0.738701343283583
CROT	8.40970496064318e-05	0.00565898304454424	0.264367816091954	0.701149425287356	0.0344827586206897	9.0966652173913	8.28436557377049	7.44353333333333	0.851713654891304
MNS1	8.71091397730834e-05	0.00565898304454424	0.218390804597701	0.689655172413793	0.0919540229885057	7.26074210526316	6.47626333333333	6.5748125	0.772884752321981
ATP2B1	9.93253744238501e-05	0.00602242853589944	0.229885057471264	0.724137931034483	0.0459770114942529	11.573405	10.919746031746	10.327675	0.689006492537313
NEDD4	9.75851833185978e-05	0.00602242853589944	0.218390804597701	0.689655172413793	0.0919540229885057	9.34933157894737	8.57934333333333	7.68	0.875793343653251
GTF2H3	0.000105804303405413	0.00620832348046603	0.218390804597701	0.747126436781609	0.0344827586206897	8.09355263157895	7.39382307692308	6.87203333333333	0.722749690402478
FAH	0.000114565265027255	0.00645304018177633	0.218390804597701	0.701149425287356	0.0804597701149425	10.1089421052632	9.23878196721311	9.04878571428571	0.889718575851392
KCTD2	0.000123557280851368	0.00645304018177633	0.241379310344828	0.689655172413793	0.0689655172413793	11.465780952381	10.6548466666667	10.7354166666667	0.803609740259741
PLA2G16	0.000118924519943426	0.00645304018177633	0.218390804597701	0.770114942528736	0.0114942528735632	11.1769526315789	10.2828626865672	5.8593	0.9591423374613
RPP25	0.000124165149182062	0.00645304018177633	0.206896551724138	0.71264367816092	0.0804597701149425	9.83827777777778	8.32206774193548	9.31172857142857	1.41580966183575
GDPD1	0.000140646815699518	0.00673254099361642	0.28735632183908	0.67816091954023	0.0344827586206897	4.675576	3.96091186440678	3.36776666666667	0.74336470967742
KLHDC9	0.000139835368975992	0.00673254099361642	0.275862068965517	0.701149425287356	0.0229885057471264	6.48892083333333	5.07017540983607	5.30385	1.41132718253968
PCLO	0.000139910331778257	0.00673254099361642	0.264367816091954	0.71264367816092	0.0229885057471264	8.26482608695652	7.03248548387097	5.277	1.28719952445652
DNM1P35	0.000153881671318294	0.00706000740861079	0.206896551724138	0.71264367816092	0.0804597701149425	6.17928333333333	5.05236612903226	4.73267142857143	1.15935
HHAT	0.000156813395196005	0.00706000740861079	0.28735632183908	0.67816091954023	0.0344827586206897	7.867336	7.01334915254237	5.30663333333333	0.936569870967742
LRGUK	0.000159131557863135	0.00706000740861079	0.229885057471264	0.689655172413793	0.0804597701149425	3.75494	2.67831333333333	1.91867142857143	1.15599223880597
C3orf52	0.000170629647456514	0.00738988877912856	0.229885057471264	0.701149425287356	0.0689655172413793	8.075315	7.06819016393443	6.9028	1.02193589552239
TCP11L2	0.000179769381633583	0.00760466291142995	0.252873563218391	0.71264367816092	0.0344827586206897	7.14251818181818	6.21224677419355	5.20973333333333	0.976541258741259
KIAA0895	0.000204360926233737	0.00844846647316292	0.28735632183908	0.71264367816092	0	7.848436	6.83560322580645	NA	1.01283277419355
C2CD4D	0.000241060797438749	0.00859783510864872	0.310344827586207	0.666666666666667	0.0229885057471264	2.8355962962963	1.50585172413793	1.6754	1.32409296296296
