GENE	p_value	fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	vs_rest_exp_diff
STAU1	1.66354702512302e-60	8.6936967532929e-57	0.72463768115942	0.27536231884058	0	12.3651865	11.6069039473684	NA	0.758282552631579
YTHDF1	2.28209502149428e-59	5.96311429116455e-56	0.717391304347826	0.282608695652174	0	11.1108247474747	10.3581205128205	NA	0.752704234654235
TP53RK	5.45510939326947e-54	9.50280056307541e-51	0.721014492753623	0.27536231884058	0.0036231884057971	9.7499175879397	8.64272763157895	8.4427	1.10978771780983
CUL4A	8.98861185055598e-54	1.17436213827514e-50	0.572463768115942	0.394927536231884	0.0326086956521739	11.7804835443038	11.0678321100917	10.6693222222222	0.743046256168205
TRPC4AP	6.00990918134492e-53	6.28155707634171e-50	0.717391304347826	0.282608695652174	0	11.7262853535354	11.0662679487179	NA	0.660017404817404
RNF6	9.52615907690011e-49	8.29728455598e-46	0.608695652173913	0.369565217391304	0.0217391304347826	10.603593452381	9.81239019607843	9.50358333333333	0.808359193121692
YWHAB	7.26196661514077e-48	5.42157679010367e-45	0.728260869565217	0.271739130434783	0	13.5694119402985	12.7521946666667	NA	0.817217273631842
DPM1	2.68375885207916e-47	1.73742381078264e-44	0.72463768115942	0.27536231884058	0	10.133025	9.1588	NA	0.974225000000001
NUDCD3	2.99211907712279e-47	1.73742381078264e-44	0.583333333333333	0.41304347826087	0.0036231884057971	11.3751229813665	10.7323166666667	11.0972	0.639633416149069
UBE2V1	3.52041204116926e-46	1.83976733271506e-43	0.72463768115942	0.27536231884058	0	12.1779685	11.4551355263158	NA	0.722832973684211
TM9SF4	8.75313640740014e-46	4.15853553318846e-43	0.713768115942029	0.286231884057971	0	12.1374507614213	11.276953164557	NA	0.860497596864358
RALY	3.43197110904019e-45	1.494623417987e-42	0.717391304347826	0.282608695652174	0	12.5708893939394	11.8135448717949	NA	0.757344522144523
UBAC2	5.516227257272e-45	2.21752335742334e-42	0.576086956521739	0.391304347826087	0.0326086956521739	11.4224496855346	10.7601185185185	10.4170333333333	0.68872233510724
TAF4	3.6620389109051e-44	1.27585435655934e-41	0.713768115942029	0.282608695652174	0.0036231884057971	9.8408578680203	8.86537435897436	8.4361	0.980917361691191
RPRD1B	2.01000474835266e-43	6.56517800930689e-41	0.713768115942029	0.282608695652174	0.0036231884057971	10.3592654822335	9.60444615384615	8.5542	0.768113583499325
PIGU	3.6794723965842e-43	1.06827348580828e-40	0.717391304347826	0.282608695652174	0	10.3374323232323	9.41255512820513	NA	0.924877195027195
KIAA1704	4.08356526847773e-43	1.12319537331919e-40	0.597826086956522	0.373188405797101	0.0289855072463768	9.10842303030303	8.21667766990291	7.777375	0.923406814086814
CDC16	7.0233588585124e-43	1.83520366972929e-40	0.576086956521739	0.391304347826087	0.0326086956521739	10.8958685534591	10.2067175925926	9.79051111111111	0.721166844057409
CSRP2BP	2.04827930196315e-42	5.09728934859973e-40	0.456521739130435	0.384057971014493	0.159420289855072	9.98374444444444	9.30061886792453	8.77417727272727	0.837548444444444
VAPB	2.37826951270601e-42	5.64947112427347e-40	0.721014492753623	0.27536231884058	0.0036231884057971	10.7499713567839	10.0551921052632	9.2826	0.704812915225478
TUBGCP3	2.81205457825971e-42	6.12324884416052e-40	0.568840579710145	0.398550724637681	0.0326086956521739	9.79583312101911	9.10928454545455	8.78347777777778	0.711189423540116
CTNNBL1	3.48160809118948e-42	7.27795355382248e-40	0.713768115942029	0.282608695652174	0.0036231884057971	10.5974126903553	9.69535	8.9436	0.911578513140141
PAN3	5.01124794403841e-42	1.00726083675172e-39	0.605072463768116	0.376811594202899	0.0181159420289855	10.4871928143713	9.63563846153846	9.43194	0.860898318958412
