GENE	p_value	fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	vs_rest_exp_diff
VAPA	9.92121232670678e-53	4.57665524630984e-50	0.072463768115942	0.384057971014493	0.543478260869565	11.748415	11.3949632075472	10.69489	-0.756176666666665
RALBP1	4.80585469953125e-51	1.58352912349555e-48	0.0688405797101449	0.380434782608696	0.550724637681159	11.4019157894737	10.9706504761905	10.2580901315789	-0.778641320033955
VPS4B	2.02214492098503e-48	4.66407726025198e-46	0.0217391304347826	0.333333333333333	0.644927536231884	10.98985	10.715222826087	9.97611011235955	-0.755926622334327
UBE2G1	6.61999229624929e-48	1.45419164107609e-45	0.0289855072463768	0.423913043478261	0.547101449275362	10.57635	10.2580307692308	9.71604701986755	-0.562356180132451
ATP5A1	1.17619181457146e-47	2.35903166983397e-45	0.036231884057971	0.347826086956522	0.615942028985507	13.60982	13.58441875	12.7285382352941	-0.858276859045505
PPP4R1	1.60291931574558e-47	3.08094450147265e-45	0.0688405797101449	0.380434782608696	0.550724637681159	10.8354052631579	10.3723342857143	9.5954125	-0.84787620967742
ELAC2	6.77597854485591e-47	1.15768848249705e-44	0.0253623188405797	0.41304347826087	0.561594202898551	11.193	10.8119868421053	10.2108090322581	-0.623219893361771
C18orf25	9.61844712616912e-47	1.58463916403636e-44	0.036231884057971	0.347826086956522	0.615942028985507	9.55401	9.04631458333333	8.39072352941177	-0.703486847946724
ZNF24	1.55680170134901e-45	2.39384208277433e-43	0.0471014492753623	0.373188405797101	0.579710144927536	11.0285230769231	10.4585757281553	9.88311	-0.639339137931033
RPA1	2.92125836042826e-45	4.34702090859856e-43	0.036231884057971	0.427536231884058	0.536231884057971	11.24635	10.9267644067797	10.3512689189189	-0.600463112331081
YWHAE	3.23476240221857e-45	4.66311217544821e-43	0.0471014492753623	0.420289855072464	0.532608695652174	13.9763846153846	13.6122568965517	12.9772027210884	-0.67174921689606
SCO1	8.09126218040891e-45	1.13106037691595e-42	0.0289855072463768	0.409420289855072	0.561594202898551	9.74885	9.47528672566372	8.71591677419355	-0.77745677952546
RNMTL1	9.73734499912148e-45	1.32112860238081e-42	0.0471014492753623	0.420289855072464	0.532608695652174	9.03354615384615	8.7899	7.98834897959184	-0.826104508780257
CEP76	1.19188758983093e-44	1.57090784339716e-42	0.072463768115942	0.380434782608696	0.547101449275362	8.03202	7.69968380952381	6.85327880794702	-0.89957879205298
SMAD2	1.94439371583456e-44	2.49152450309579e-42	0.0326086956521739	0.351449275362319	0.615942028985507	11.0228444444444	10.6557742268041	9.88520823529412	-0.801732330743619
TIMM22	4.3228004952749e-44	5.38948072559544e-42	0.0471014492753623	0.420289855072464	0.532608695652174	8.90158461538462	8.72609827586207	8.01338367346939	-0.730399272267046
MPDU1	1.75044304383392e-43	2.07045993877073e-41	0.0253623188405797	0.409420289855072	0.565217391304348	10.8491714285714	10.6597867256637	9.84036346153846	-0.830470705128207
GEMIN4	1.81505251446203e-43	2.09320931230334e-41	0.0471014492753623	0.420289855072464	0.532608695652174	10.2861769230769	10.1909267241379	9.35087074829932	-0.849654833096029
NAPG	3.00175368456802e-43	3.2969261302172e-41	0.072463768115942	0.380434782608696	0.547101449275362	9.971245	9.64780952380952	8.95088344370861	-0.748675756291391
FXR2	6.65288273928162e-43	7.13715071542002e-41	0.0253623188405797	0.409420289855072	0.565217391304348	10.0181714285714	9.63574601769911	9.09768012820513	-0.560374038461537
NARS	1.35611391900914e-42	1.42176216099754e-40	0.0217391304347826	0.326086956521739	0.652173913043478	12.088	12.0907288888889	11.4626127777778	-0.627945555555556
GLOD4	2.4295886827138e-42	2.49059835407972e-40	0.0471014492753623	0.420289855072464	0.532608695652174	11.1013153846154	10.7928068965517	10.1704346938776	-0.653462205347255
MBP	4.02848507533019e-42	3.95391524521238e-40	0.0289855072463768	0.329710144927536	0.641304347826087	10.8353125	10.2607087912088	9.43312372881356	-0.874017685327855
PFN1	2.91898799549019e-41	2.74801869861148e-39	0.0253623188405797	0.420289855072464	0.554347826086957	14.6081714285714	14.1924474137931	13.5686287581699	-0.647477745895106
AFG3L2	3.50456598872012e-41	3.23331258119318e-39	0.0688405797101449	0.384057971014493	0.547101449275362	11.3037368421053	10.9947518867925	10.2691185430464	-0.772599056953643
CNDP2	6.33318703882739e-41	5.72842976668839e-39	0.0253623188405797	0.333333333333333	0.641304347826087	12.3877285714286	12.1986836956522	11.390204519774	-0.821845985276495
FECH	6.84835997595549e-41	6.07528549405436e-39	0.0217391304347826	0.326086956521739	0.652173913043478	8.91901666666667	8.75707555555556	7.73790333333333	-1.02929354166667
C17orf85	1.24102975928554e-40	1.06016116288596e-38	0.0289855072463768	0.423913043478261	0.547101449275362	9.543175	9.24596752136752	8.6232880794702	-0.641700720529801
