GENE	p_value	fdr	gain_sample_prop	normal_sample_prop	loss_sample_prop	gain_exp_mean	normal_exp_mean	loss_exp_mean	vs_rest_exp_diff
XPO5	2.16068623249197e-44	1.17995075156387e-40	0.480874316939891	0.409836065573771	0.109289617486339	11.5317357954545	10.7025413333333	10.42169	0.888321058612441
DHX16	1.00831856050683e-43	2.7532138294639e-40	0.513661202185792	0.409836065573771	0.0765027322404372	10.786004787234	10.2052206666667	9.86818571428571	0.633800854649774
UBE2Q1	5.67091301200495e-42	1.03229519861863e-38	0.551912568306011	0.412568306010929	0.0355191256830601	11.4127133663366	10.893938410596	10.7055923076923	0.533704829751269
RXRB	1.88229787710692e-41	2.56980717672023e-38	0.505464480874317	0.409836065573771	0.0846994535519126	10.6445475675676	10.0511653333333	9.47686451612903	0.691743147678064
PPP2R5D	3.23731541401144e-41	3.5357958951833e-38	0.480874316939891	0.407103825136612	0.112021857923497	11.2028892045455	10.5857872483221	10.1973243902439	0.700928151913876
ABCF1	8.61015312692217e-41	7.83667437102033e-38	0.513661202185792	0.409836065573771	0.0765027322404372	11.8802329787234	11.2362353333333	10.8474535714286	0.705154327038011
TRIM27	1.15977084170143e-40	9.04786938075929e-38	0.519125683060109	0.404371584699454	0.0765027322404372	11.2239468421053	10.6862689189189	10.2436928571429	0.608087751196173
MED20	1.66081766383161e-40	1.13371565777305e-37	0.483606557377049	0.401639344262295	0.114754098360656	9.2479802259887	8.57599727891157	8.1855619047619	0.758746363554838
DEDD	2.36440762014302e-40	1.43467000151123e-37	0.538251366120219	0.407103825136612	0.0546448087431694	9.95576294416244	9.44425436241611	9.14686	0.546703180848828
VPS52	1.29042682168069e-39	7.04702087319823e-37	0.508196721311475	0.407103825136612	0.0846994535519126	11.0143370967742	10.4527	9.8805064516129	0.660181541218638
ARPC1A	1.37208765559673e-38	6.81179153383068e-36	0.546448087431694	0.390710382513661	0.0628415300546448	12.266367	11.6234328671329	11.0527826086957	0.722000132530122
ZBTB9	6.1730163570806e-38	2.80923686050143e-35	0.508196721311475	0.407103825136612	0.0846994535519126	9.19315053763441	8.49178791946309	8.07642903225806	0.772896648745521
SRP68	8.20558757217711e-38	3.4469779793584e-35	0.346994535519126	0.532786885245902	0.120218579234973	11.5455417322835	10.9979123076923	10.5860113636364	0.623460560735348
RNF216	9.22875490892916e-38	3.59987361126158e-35	0.57103825136612	0.385245901639344	0.0437158469945355	11.1087119617225	10.5033283687943	10.19089375	0.637224063633315
CDYL	1.35802477005656e-37	4.94411551285257e-35	0.573770491803279	0.368852459016393	0.0573770491803279	10.2122461904762	9.41785703703704	9.00070476190476	0.850544267399266
PIP5K1A	2.1559031437044e-37	7.01279764074211e-35	0.543715846994536	0.418032786885246	0.0382513661202186	11.0449361809045	10.4282209150327	10.1375571428571	0.641082288688954
TAF8	2.18307196287522e-37	7.01279764074211e-35	0.483606557377049	0.401639344262295	0.114754098360656	9.4192	8.93624421768707	8.43138095238095	0.595147619047619
C6orf89	3.4557771494674e-37	1.04844438962453e-34	0.5	0.398907103825137	0.101092896174863	11.8178191256831	11.2740938356164	10.7513405405405	0.649418579234974
PSMC2	4.08490327023528e-37	1.1740871978292e-34	0.546448087431694	0.379781420765027	0.0737704918032787	11.354512	10.8181258992806	10.2487037037037	0.629002963855422
ABCF2	5.08539738733042e-37	1.38856775661057e-34	0.584699453551913	0.352459016393443	0.0628415300546448	11.3926289719626	10.8207217054264	10.3736391304348	0.639557919331038
RPL7L1	6.19647563531844e-37	1.61137873545114e-34	0.483606557377049	0.404371584699454	0.112021857923497	10.5670005649718	9.83649932432432	9.47894146341463	0.808066702537889
RAC1	2.8465414772598e-36	7.06589227605261e-34	0.568306010928962	0.385245901639344	0.046448087431694	12.8644211538462	12.3803581560284	11.9775588235294	0.527402166504382
SNAP47	4.01588161820614e-36	9.53509979001032e-34	0.505464480874317	0.426229508196721	0.0683060109289618	9.82324324324324	9.319325	8.93172	0.557454845453188
TBC1D22B	4.2227509811897e-36	9.60851796178205e-34	0.5	0.398907103825137	0.101092896174863	9.27775792349727	8.73300821917808	8.30457297297297	0.631373224043715
ILF2	1.37445842786654e-35	3.00236698983167e-33	0.549180327868853	0.418032786885246	0.0327868852459016	12.1716721393035	11.6252732026144	11.4619916666667	0.558273957485302
FTSJD2	1.69928191327171e-35	3.56914558783723e-33	0.502732240437158	0.398907103825137	0.0983606557377049	11.0746826086957	10.5351849315068	10.0282916666667	0.639762279025321
MRPS18B	1.84570695510809e-35	3.73311321549826e-33	0.516393442622951	0.407103825136612	0.0765027322404372	11.222617989418	10.6401020134228	10.2977464285714	0.636673921621378
ABT1	2.37592345029622e-35	4.63389927216702e-33	0.519125683060109	0.398907103825137	0.0819672131147541	9.95642052631579	9.43406301369863	8.90840333333333	0.611958594497606
PRCC	2.87728094497231e-35	5.4182176691358e-33	0.540983606557377	0.418032786885246	0.040983606557377	11.0774585858586	10.5229830065359	10.1635066666667	0.586571681096682
TRIM39	3.64371157698365e-35	6.6327696406359e-33	0.513661202185792	0.409836065573771	0.0765027322404372	8.96236542553192	8.42291066666667	7.95631071428571	0.612852504183602
HCG18	5.99969551581275e-35	1.05691410360818e-32	0.513661202185792	0.409836065573771	0.0765027322404372	9.44568510638298	8.69879466666667	8.11781071428571	0.838281173798709
ZFAND3	3.05133409024128e-34	5.20729233337738e-32	0.505464480874317	0.396174863387978	0.0983606557377049	11.3288324324324	10.8318668965517	10.4346611111111	0.575967791548456
BYSL	4.2580749987353e-34	7.04646896002833e-32	0.483606557377049	0.401639344262295	0.114754098360656	10.190481920904	9.45983265306123	9.25482380952381	0.776206788628821
POGK	5.61787199836996e-34	9.02329381855834e-32	0.53551912568306	0.418032786885246	0.046448087431694	11.1632974489796	10.5658026143791	10.1817470588235	0.635900390156062
