MW	MWPvalue	CW	CWPvalue	score	scorePvalue	epsilon	coverage	fdr	Gene
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENEP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG8
NA	NA	NA	NA	NA	NA	NA	NA	NA	LENG9
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEO1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEP
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPR
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPRE1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPREL1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPREL2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPROT
NA	NA	NA	NA	NA	NA	NA	NA	NA	LEPROTL1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETM1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETM2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LETMD1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LFNG
0.530302338190438	0	NA	NA	NA	NA	0	0.853107344632768	NA	LGALS1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS12
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS2
0.413061056906393	0	NA	NA	NA	NA	0	0.338983050847458	NA	LGALS3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS3BP
1.19955325519819	0.001	NA	NA	NA	NA	0	0.0112994350282486	NA	LGALS4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS7
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS7B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS8
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS9
0.00911716052223662	0.435	NA	NA	NA	NA	0	0.112994350282486	NA	LGALS9B
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGALS9C
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI1
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI2
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI3
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGI4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGMN
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGR4
NA	NA	NA	NA	NA	NA	NA	NA	NA	LGR5
